class (1=건전/0=부도),outx9ln,outx10ln,outx13,outx14,outx15,outx18,outx19,outx21,outx23,outx25,outx27,outx28,outx29,outx31,outx32,outx33,outx34,outx35,outx36,outx37,outx38,outx39,outx41,outx42,outx43,outx44,outx46,outx47,outx49,outx50,outx52,outx53,outx55,outx56,outx59,outx60,outx61,outx62,outx66,outx67,outx69,outx70,outx73
1,8.188411308,6.586171655,42.093,40.677,22.623,27.384,7.394,5.445,54.655,3.334,66.296,95.689,4.862,1.714,16.551,3.914,3.331,81.456,74.497,49.098,80.994,-6.996,89.899,69.267,9.022,20.127,31.787,31.814,-0.891,3.518,-0.099,0.148,4.312,1.034,26.986,10.74,1.576,0.882,3.927,0.576,4.803,0.28,0.984
1,8.525756422,6.768493212,45.062,31.667,-6.559,-64.122,11.015,5.036,68.586,1.507,82.609,96.897,4.838,1.314,8.735,2.145,2.038,95.747,63.701,86.809,123.097,-4.558,92.104,57.736,15.285,23.33,52.158,38.568,2.405,7.112,-0.082,0.023,56.662,1.422,32.596,22.175,2.496,2.708,13.291,1.496,16.246,1.244,1.641
1,9.147613542,7.126890809,68.386,44.442,33.031,155.211,76.114,3.854,78.259,3.13,83.73,94.481,3.162,1.812,23.614,3.853,3.776,95.259,62.575,41.292,45.506,-3.891,94.276,67.993,10.852,15.99,42.794,35.477,-1.074,4.054,0.016,0.073,5.457,1.538,16.626,8.469,1.53,0.889,2.935,0.53,-45.648,-4.201,-0.419
0,6.853299093,4.927253685,48.268,22.808,119.212,-63.302,180.851,0.105,500,1.478,84.16,94.433,-0.105,17,10.144,2.424,2.121,61.386,77.867,43.932,325,-23.636,62.135,62.424,0,20.909,75.303,52.481,-1.283,75.76,-0.011,0.111,12.711,2.116,9.456,9.003,47,81,8.812,46,-54.728,-73,31
0,8.957050708,7.478457951,51.17,33.38,8.97,41.26,33.81,2.68,97.8,3.55,82.04,86.38,0.44,2.72,16.82,9.15,5.44,72.77,92.83,52.7,56.55,-14.75,75.93,61.28,27.08,30.53,30.78,22.98,0.59,8.25,-0.04,0.03,38.67,1.53,86.06,38.13,7.38,11.56,32.97,6.38,-13.29,-1.27,1.09
1,7.699842407,5.84932478,23.604,36.186,5.293,2.032,7.541,5.344,93.5,1.902,82.11,94.605,5.163,1.389,12.103,1.311,1.197,184.686,38.559,21.975,81.843,23.46,148.1,48.774,4.19,9.891,67.274,106.884,1.29,6.835,0.311,0.919,1.139,0.652,-7.754,-5.789,-1.55,0.288,-9.522,-2.55,-15.55,-3.11,1.254
0,7.851505524,6.464681757,17.63,16.6,6.2,21.51,14.99,3.91,52.75,2.17,87.01,80.29,3.36,1.68,8.75,2.84,2.31,125.94,77.39,26.93,75.25,6.56,109.63,68.14,9.35,24.8,29.39,29.62,-0.27,6.1,0.1,0.46,1.93,1.06,27.39,10.71,2.07,-1.21,5.54,1.07,-1.23,-0.11,-0.54
1,7.073269717,4.644390899,31.637,16.864,24.079,41.596,-0.634,1.186,186.146,2.033,90.169,90.163,0.593,3.071,23.076,4.625,3.827,62.275,100,22.179,51.754,-10.047,87.954,83.413,8.612,16.586,60.606,32.203,-1.547,17.226,-0.061,0.283,4.104,1.875,-65,-47.227,-17.642,11.071,-49.904,-18.642,-68.947,-18.714,0
0,7.811163385,5.991464547,31.467,37.925,2.11,130.612,-3.468,7.739,105.67,4.659,82.05,96.424,6.888,1.607,28.75,3.969,3.935,173.906,5.205,194.359,121.001,32.819,246.189,22.45,0,13.689,65.742,77.836,2.815,5.869,0.448,0.249,10.156,0.829,50.182,38.223,5.047,4.581,30.65,4.047,29.203,2.937,1.774
0,6.527957918,5.416100402,24.5,26.9,46.781,-56.287,51.591,2.777,117.069,5.263,88.888,89.522,0.584,2.894,16,3.977,3.977,64.51,60.655,48.32,144.339,-22.43,62.126,59.226,3.977,24.861,40.441,53.508,1.49,8.047,-0.177,0.211,5.7,0.91,36.338,19.558,7,4,16.764,6,-62.568,-12.052,-0.473
0,8.628555659,6.575075841,45.228,20.987,-35.469,56.66,13.544,3.041,101.256,3.363,84.541,83.242,2.97,2.482,26.22,9.137,6.816,121.37,84.8,52.284,114.525,4.749,106.504,73.023,18.745,25.997,40.79,20.128,1.148,9.839,0.033,0.214,8.658,2.155,-2.222,-1.224,-0.147,2.841,-9.554,-1.147,-34.4,-2.276,0.211
1,7.885705391,6.453624999,35.56,29.823,20.918,56.081,13.091,6.318,56.355,2.594,68.446,93.384,5.566,1.523,10.866,4.309,2.915,91.955,52.891,71.038,103.325,-4.055,92.505,54.119,9.928,26.827,35.065,31.214,-0.093,3.336,-0.03,0.098,14.031,1.192,40.843,19.572,2.017,2.613,9.872,1.017,-7.108,-0.351,1.327
1,8.474494437,6.938284484,28.219,28.198,7.517,-41.326,1.706,4.925,71.049,2.003,83.176,96.125,4.091,1.508,9.311,2.485,1.988,94.186,23.614,60.341,74.167,-4.328,86.277,31.545,10.998,21.354,47.1,47.463,0.819,5.545,-0.055,0.048,10.27,1,16.71,10.007,1.61,2.809,3.792,0.61,-11.829,-1.139,0.012
0,7.573531263,5.860786223,53.482,29.393,17.939,14.285,157.692,2.98,130.618,3.648,81.089,92.155,2.055,2.224,20.227,4.607,4.607,103.818,30.165,93.457,138.549,2.401,106.915,34.717,13.043,22.777,58.728,46.505,-0.655,10.49,-0.004,0.034,129.733,1.819,1.325,1.008,0.206,0.551,-3.865,-0.793,-76.353,-11.913,0.637
1,8.442685139,6.844815479,38.476,30.79,70.437,-2.317,-0.964,4.223,124.356,8.769,68.261,79.922,3.749,3.173,43.343,11.553,11.011,170.367,0,79.02,72.227,23.62,167.832,34.821,17.288,25.405,39.123,31.157,-2.35,4.657,0.135,0.081,5.726,1.249,17.427,9.14,1.285,2.551,2.031,0.285,3.181,0.234,-0.489
1,7.056175284,4.736198448,104.41,50,-35.05,-77.372,-47,3.275,56.74,2.931,74.482,96.007,2.327,1.894,29.824,9.09,9.09,156.521,0,176.744,5.797,27.807,220.93,22.994,-1.604,30.481,29.946,9.655,0.476,4.233,0.03,0,13.809,2.088,-23.214,-10,-0.684,-0.421,-24.615,-1.684,-72.321,-2.131,-0.552
0,8.053251154,5.743003188,37.416,23.218,9.661,-100,-17.236,3.912,55.361,2.83,74.236,88.851,3.18,2.146,28.525,8.375,5.036,248.026,100,115.971,173.939,12.62,116.043,78.664,11.997,17.657,25.127,14.122,3.005,2.845,0.05,0.11,419.2,1.611,-41.441,-12.646,-1.495,0.146,-21.099,-2.495,-75.675,-2.731,-0.747
0,8.291238192,6.04310778,27.07,13.41,28.96,81.73,-47,1.31,85.68,2.59,74.51,0,1.31,2.97,8.57,5.22,5.22,242.49,0,500,831.51,55.36,761,5.79,10.49,42.82,48.29,11.91,-4.53,26.64,0.34,0.29,208.72,2.02,399.8,163,36.35,36.92,153,35.35,349.76,35.3,-0.25
1,7.797291274,6.894670039,49.338,55.916,-55.761,39,-27.97,1.972,79.342,0.369,70.829,99.524,1.068,1.729,0.911,1.601,0.389,246.122,32.367,258.208,255.454,39.047,292.324,20.303,31.385,42.727,44.805,42.522,1.008,20.892,0.396,0.148,20.368,0.882,-24.347,-19.047,-5.25,7.437,-22.675,-6.25,-65.314,-14.083,-21.875
0,6.883462586,5.564520407,28.282,12.909,4.162,-35.246,14.182,3.381,32.51,1.844,89.139,87.837,3.381,1.696,6.896,4.842,3.789,293.258,100,142.99,241.88,36.21,180.373,45.052,3.789,54.947,19.157,9.323,0.286,12.2,0.183,0.259,9.711,2.19,73.626,31.308,2.03,2.333,15.887,1.03,37.362,1.03,0.757
1,7.294377299,6.12905021,89.469,37.228,25.704,48.717,62.875,2.785,78.954,5.163,86.82,84.401,2.785,2.853,16.557,10.013,10.013,773,100,219.333,809.859,55.994,241.666,39.525,10.013,60.474,27.667,14.266,-0.032,22.135,0.21,0.294,30.35,2.403,-38.095,-26.666,-1.951,-3.39,-40.333,-2.951,-67.619,-3.463,3.048
1,7.317876199,6.049733455,79.228,42.269,15.302,5.555,-17.272,3.516,55.18,6.502,80.026,86.235,3.516,2.849,23.113,13.461,13.461,181.974,100,156.578,313.281,26.236,162.828,41.758,13.461,58.241,19.368,9.356,0.303,13.7,0.092,0.177,81.459,1.874,-23.404,-10.855,-0.622,3.264,-28.289,-1.622,66.666,1.773,1.886
0,7.398786275,5.476463552,57.407,20.869,80.952,0,213.937,1.162,56.521,3.855,92.533,83.041,1.162,4.315,26.359,6.992,6.992,116.568,38.135,108.875,121.098,6.215,111.045,56.27,6.992,26.526,13.096,7.221,-1.827,6.26,0.043,0.074,0,2.75,192.372,34.29,11.947,8.421,31.419,10.947,-78.813,-4.894,2.368
0,8.316300249,6.169610732,64.226,30.464,0.639,28.461,-16.721,3.887,50.362,2.224,84.278,93.732,3.374,1.572,19.037,5.331,5.161,98.76,0,75.24,62.352,-0.737,98.211,41.236,5.161,27.112,31.65,13.643,3.444,7.644,0.102,0.109,27.542,2.108,248.387,107.859,8.716,8.861,95.486,7.716,132.795,4.66,0.817
1,9.899529731,8.790877754,34.433,25.661,46.564,-18.076,48.614,3.182,70.482,3.478,78.088,88.787,2.359,2.411,10.541,5.076,3.904,107.093,33.655,82.458,135.203,1.036,102.396,43.264,27.731,37.038,29.111,25.937,1.512,5.46,0.034,0.11,13.329,1.341,31.236,14.442,2.545,2.462,8.769,1.545,-61.35,-5,-1.665
0,7.205568359,5.274332004,44.57,29.98,47.01,-6.15,32.2,4.66,24.84,1.99,79.93,92.2,4.2,1.53,14.82,4.15,2.96,115.28,100,78.24,126.63,2.51,103.09,81.07,14.08,18.93,14.93,11.43,0.87,3.68,0.02,0.16,7.15,1.49,106.89,19.68,2.63,-1.08,12.18,1.63,31.1,1.07,1.54
1,7.963112059,6.487684018,21.725,19.631,-18.933,96.172,7.1,4.002,49.248,1.601,78.558,92.55,3.828,1.469,7.001,2.16,1.713,156.027,46.757,66.3,76.106,12.476,121.668,57.579,7.709,24.469,32.737,30.595,1.547,2.506,0.138,0.189,4.641,1.106,16.837,7.297,1.286,1.573,1.627,0.286,-19.34,-1.478,0.295
0,7.531198621,-0.871293366,25.16,23.97,0.77,-39.69,9.58,7.62,75.15,4.05,82.57,89.07,4.46,1.53,0,4.25,4.25,57.17,29.23,53.23,66.97,-24.68,63.19,67.06,-5.51,-0.13,46.73,46.56,1.13,2.12,-0.17,0,15.01,1.05,36.09,16.84,2.21,0.79,9.21,1.21,-9.46,-0.67,-0.72
1,8.742254902,6.807934944,45.493,35.467,10.44,304.761,29.957,6.499,93.769,6.323,75.471,90.121,4.263,2.058,43.756,7.81,7.176,148.87,43.175,99.682,69.828,14.117,124.769,56.995,10.964,16.4,45.541,40.13,0.926,3.452,0.094,0,29.537,1.282,0.198,0.108,0.012,2.582,-8.714,-0.987,-55.431,-3.422,-0.373
1,8.294299609,6.464588304,48.659,31.067,12.45,-20.731,15.387,3.624,83.83,4.423,78.98,87.221,2.524,2.524,27.57,8.074,6.466,123.763,21.342,109.056,59.313,9.828,120.134,48.812,16.149,23.456,33.211,22.719,0.138,4.103,0.051,0,54.435,1.566,90.099,39.093,5.648,5.972,32.171,4.648,43.784,2.744,3.172
1,8.864746661,6.795705775,36.859,19.864,37.33,-33.754,61.894,2.062,121.584,1.723,88.217,99.623,0.282,2.068,13.646,3.435,2.586,85.022,28.623,30.982,7.741,-11.153,69.595,36.683,12.595,18.956,57.633,38.4,1.015,6.55,-0.056,0,13.43,1.855,30.537,21.716,5.684,4.678,17.896,4.684,-51.986,-9.678,3.595
1,6.598509029,4.672828834,133.333,49.046,15.047,-38,25,4.223,53.763,2.452,73.433,95.532,4.087,1.58,16.822,6.333,6,136.458,100,75.147,112.765,11.666,120.71,56.333,19,35.666,33.333,13.623,0.618,16.873,0.025,0.074,18.123,2.718,66,34.196,2.129,2.967,18.134,1.129,14,0.451,1.354
0,7.857480787,6.063785209,30.404,26.034,19.179,33.875,21.128,7.582,76.849,1.508,79.845,95.066,7.195,1.244,9.069,1.979,1.608,237.652,24.983,129.445,134.047,36.247,201.501,35.711,5.36,17.731,61.731,57.911,1.127,6.335,0.299,0.262,5.99,1.167,10.487,7.869,0.801,1.331,-1.954,-0.198,-6.412,-0.489,1.265
0,7.24630393,4.502251132,48.85,19.91,95.56,153.85,30.6,2.21,28.56,1.92,84.96,90.32,2.21,2.04,35.17,5.65,4.72,126.39,0,103.7,592.12,5.67,107.85,72.17,6.21,13.93,13.9,6.42,1.46,16.69,0.03,0.26,112.39,2.45,115.47,18.64,3.35,-0.07,13.07,2.35,-16.39,-0.64,0.01
1,8.178919333,4.110873864,23.949,9.116,7.444,-7.194,7.969,0.448,73.048,0.757,92.342,98.668,0.224,2.812,44.262,2.129,1.916,178.346,0,105.439,117.201,14.123,120.815,67.849,0.78,4.329,25.408,10.042,0.057,5.796,0.019,0.086,26.604,2.627,-18.715,-4.97,-4.187,14,-6.157,-5.187,-30.726,-6.875,5.625
1,7.629975707,5.517452896,96.557,57.892,-14.776,147.159,25.068,2.671,76.745,2.234,79.018,96.968,1.991,1.981,18.473,4.3,3.352,76.986,62.992,32.304,28.818,-10.131,84.674,66.107,10.86,18.148,37.026,24.672,1.346,5.8,-0.062,0,6.739,1.667,36.22,16.384,3.345,3.6,11.487,2.345,-9.842,-0.909,0.472
1,7.612336837,5.327876169,124.191,27.533,17.071,-100,-19.517,0,0,3.559,84.676,86.599,-0.049,0,34.951,20.25,18,73.571,0,51.03,40.993,-18.5,61.855,48.5,26.5,51.5,0,0,0,17.144,-0.041,0,37.462,4.51,0,43.814,0,0,43.814,0,0,0,0
0,7.750730955,5.354933967,41.59,11.42,32.33,-22.13,118.52,0.52,133.31,1.67,93.93,85.74,0.51,5.03,20.19,7.59,6.09,93.37,100,96.92,199.25,-1.85,97.56,75.81,12.76,24.19,38.6,14.54,0.52,13.27,0.02,0.08,484.12,3.64,-26.79,-13.64,-7.54,4.91,-15.45,-8.54,-95.38,-27.8,0.35
0,7.663407665,4.8978398,54.42,31.658,43.174,-36.486,-12.348,4.978,94.525,2.442,84.17,93.44,4.415,1.613,38.805,5.704,4.494,134.078,15.578,122.654,86.029,15.73,141.647,37.77,7.26,11.581,58.254,31.658,1.414,5.58,0.066,0.087,35.19,1.719,36.201,23.851,2.301,5.113,13.489,1.301,-49.406,-3.141,0.66
0,7.977968093,5.549076085,32.667,26.646,16.314,216.438,29.363,6.104,83.438,1.714,78.943,91.94,5.967,1.348,19.455,3.503,1.863,73.009,32.354,43.314,40.788,-17.182,67.896,53.522,5.851,9.578,54.603,50.24,2.793,3.513,-0.183,0,19.184,1.225,2.116,1.277,0.174,0.022,-6.059,-0.825,-16.45,-1.353,0.573
0,7.39387829,5.043425117,45.264,27.921,-12.721,51.694,-7.67,2.952,146.482,3.997,80.196,91.764,2.583,2.541,41.935,7.684,6.749,61.122,72.972,36.17,34,-20.353,70.212,68.328,5.711,16.095,57.632,34.132,1.449,5.54,-0.143,0,10.949,1.621,-22.342,-15.346,-2.583,1.75,-21.287,-3.583,-57.837,-6.687,-0.083
1,7.773594467,6.298949247,40.485,31.594,8.094,422.448,12.973,5.216,83.363,4.333,80.521,86.826,4.711,2.008,18.933,6.351,5.233,130.452,6.119,106.865,90.606,15.396,145.223,34.044,22.56,27.642,41.514,34.371,1.26,6.566,0.137,0.079,15.586,1.281,32.558,18.679,2.145,1.491,9.971,1.145,-3.059,-0.201,0.5
0,6.922643891,4.290459441,75.737,39.211,6.842,325,131.545,3.152,142.694,2.266,82.955,91.774,3.152,1.843,31.506,4.223,3.133,114.887,36.842,64.923,163.963,7.22,116.307,44.277,3.133,9.945,72.479,52.413,1.573,11.092,0.014,0.133,16.111,1.931,-4.887,-3.933,-0.812,1.5,-8.774,-1.812,-66.353,-11.031,0.968
1,8.204945165,7.875879159,12.749,20.634,-26.526,28.266,-3.777,6.449,-32.51,-12.38,92.074,143.933,6.285,-0.864,-17.204,-7.524,-7.799,103.952,67.568,82.967,297.504,2.341,106.095,38.412,42.011,45.334,38.171,60.59,1.51,7.614,0.072,0.432,8.549,0.617,4.826,3.37,0.453,0.58,-4.062,-0.546,-7.938,-0.745,0.644
0,7.26533881,5.189339204,31.08,26.75,0.68,30.52,8.17,4.94,35.58,0.44,84.96,97.32,4.29,1.09,3.56,0.93,0.51,31.15,100,17.99,22.33,-34.61,59.75,85.98,2.29,14.02,31.83,28.48,-0.42,2.12,-0.31,0,4.11,1.16,7.66,2.84,0.44,1.58,-3.58,-0.56,-12.1,-0.82,0.05
1,7.289610521,5.187385806,39.461,30.034,21.074,140,32.291,6.143,57.55,1.365,80.409,95.779,5.938,1.266,11.173,1.968,1.574,106.331,46.153,86.079,117.272,2.283,103.703,61.653,6.22,14.094,45.039,39.044,-0.798,4.764,0.037,0.164,15.668,1.313,47.727,25.022,3.033,1.511,16.773,2.033,22.377,1.422,1.277
0,6.952728645,4.077537444,68.94,18.355,0,1664,45.374,2.007,86.58,0.86,73.231,97.142,1.912,1.428,15.254,2.727,2.727,41.071,100,50.191,283.333,-30.606,61.302,79.09,2.727,17.878,60.606,19.12,2.007,28.657,-0.003,0.074,69.733,3.755,-17,-12.546,-1.619,-0.809,-20.295,-2.619,-84,-8,-2.761
1,8.413165121,6.794586581,37.026,28.406,37.756,-6.756,11.05,4.793,65.457,3.084,80.337,89.37,4.349,1.74,15.565,4.59,3.82,131.711,11.243,70.83,51.896,6.926,116.226,42.688,14.925,24.546,36.915,29.804,-0.22,4.068,0.074,0.018,7.002,1.303,41.102,20.109,2.555,2.587,12.24,1.555,8.116,0.504,0.189
1,9.152075464,7.094234846,39.282,26.213,25.468,-2.29,-0.396,2.066,51.935,3.02,75.249,90.418,1.43,2.953,23.651,6.239,4.536,77.007,58.487,82.441,98.908,-9.342,86.402,68.709,14.722,19.178,17.252,11.49,-0.832,3.476,-0.066,0,72.849,1.498,118.173,25.226,6.569,6.215,21.386,5.569,89.575,4.979,3.343
1,7.87245515,6.169610732,35.842,36.204,12.957,28.947,-1.979,7.469,72.032,0.952,80.411,98.182,7.431,1.153,5.23,1.181,0.952,93.026,33.026,10.285,18.526,-4.687,88.285,40.015,2.21,18.216,62.195,62.195,0.366,6.447,-0.058,0.155,3.77,0.99,20.404,15.517,1.698,1.887,6.383,0.698,4.84,0.403,0.096
1,8.53503311,6.519147288,53.703,32.691,41.467,75.147,66.537,4.341,66.216,2.809,73.634,91.483,3.929,1.85,21.091,4.881,3.693,147.776,9.189,114.017,106.054,17.2,136.754,46.797,12.345,17.51,35.692,27.151,2.007,5.274,0.058,0.037,21.892,1.642,3.617,1.565,0.226,1.018,-5.353,-0.773,-25.542,-1.597,0.642
1,8.444192299,6.945051064,36.554,45.008,8.042,8.6,7.242,7.702,71.472,1.312,76.419,97.302,7.702,1.175,5.876,1.333,1.029,102.874,52.537,62.457,104.447,-2.515,95.399,54.685,5.706,17.524,58.551,74.612,-1.874,3.912,-0.031,0.197,5.11,0.812,17.993,12.773,1.743,1.078,5.445,0.743,-2.883,-0.279,-0.315
1,8.23562572,6.64509097,30.87,38.43,-6.885,12.218,2.894,16.565,68.84,0.238,75.43,102.204,15.61,1.014,1.17,0.188,0.188,109.221,8.011,10.904,39.743,3.778,106.838,55.247,-1.7,16.141,67.863,85.687,3.608,6.205,0.067,0.559,1.603,0.803,21.064,17.046,1.089,1.196,1.401,0.089,-60.532,-3.131,-0.12
1,8.500250471,6.643789733,28.911,25.691,-6.504,77.38,13.984,3.03,57.61,2.054,89.056,96.743,1.912,1.677,13.151,2.17,2.17,56.389,62.453,34.51,49.319,-22.733,67.802,70.605,10.055,16.501,34.336,32.506,0.33,2.43,-0.208,0,6.028,1.125,-14.518,-5.97,-1.557,0.892,-9.804,-2.557,-24.468,-2.624,-2.563
1,8.499029221,6.635946556,31.667,20.773,-1.996,136.842,10.11,3.299,88.293,2.464,85.397,94.004,2.464,1.845,15.879,4.058,3.584,92.091,39.814,69.302,58.269,-5.094,89.29,47.571,12.203,22.571,47.837,32.892,-0.333,5.288,-0.038,0,25.572,1.524,21.919,13.542,2.185,2.358,7.345,1.185,-16.78,-1.672,-0.222
1,7.795234929,5.963579344,39.692,37.216,13.24,47.524,1.103,6.216,78.762,0.37,79.785,95.737,6.051,1.092,2.313,2.183,0.393,104.873,4.428,62.542,23.091,3.449,113.389,25.764,2.576,16.986,59.17,55.784,0.062,4.253,-0.03,0,9.716,1.066,17.269,12.309,1.549,2.225,4.366,0.549,-6.863,-0.615,0.331
1,8.982309899,7.70210434,26.114,31.566,19.123,-23.529,-9.878,9.433,122.38,5.363,75.43,79.933,9.332,1.804,19.295,6.62,4.68,84.372,92.404,87.081,464.102,-5.414,92.348,70.766,23.161,24.257,67.828,77.728,-2.776,10.779,-0.083,0.233,27.933,0.827,30.446,27.264,2.508,3.041,16.396,1.508,14.334,1.181,0.287
1,8.122668023,6.32256524,32.634,35.816,21.048,229.545,18.007,9.05,80.385,2.551,78.1,95.773,8.16,1.324,15.439,2.547,2.147,78.041,60.696,75.711,99.793,-10.864,82.302,61.388,6.418,13.911,60.239,71.572,0.717,3.803,-0.057,0.042,35.661,0.911,28.358,19.843,2.242,2.265,10.995,1.242,-23.673,-1.872,-0.636
0,7.80588204,5.746203191,24.391,24.887,2.291,375.384,62.029,5.621,60.131,1.181,81.303,96.031,5.417,1.253,9.265,1.194,0.936,90.39,12.457,37.691,27.413,-8.779,81.854,48.386,6.875,10.103,47.417,59.837,2.371,2.209,-0.107,0,6.564,0.98,37.916,20,4.036,4.007,15.044,3.036,-49.489,-5.268,0.449
0,5.918893854,4.941642423,35.943,27.15,-15.646,-71.428,-0.709,1.075,172.858,4.838,84.677,83.931,1.075,5.5,12.857,6.428,6.428,193.457,55.681,49.315,150,35.714,236.986,26.071,6.428,50,31.428,23.655,0.848,7.831,0.208,0.022,27.555,1.323,37.5,23.571,8.25,6,20.714,7.25,0,0,4.75
1,8.41272117,6.64898455,40.015,34.569,47.914,27.45,-5.06,6.594,66.932,1.598,75.199,103.113,4.063,1.265,9.326,2.664,1.899,89.384,59.693,48.137,83.421,-5.145,90.921,56.675,15.092,20.369,49.947,42.029,-1.78,4.135,-0.028,0.108,7.765,1.157,26.201,16.434,1.67,0.592,6.593,0.67,-43.528,-2.774,-2.619
0,6.687108608,4.663439094,75.515,36.533,85.648,350,312,5.61,130.183,5.985,78.553,84.833,5.61,2.066,45.283,7.559,7.559,34.558,100,17.897,176.923,-56.062,20.357,70.393,7.559,16.692,62.992,49.875,5.61,16.04,-0.216,0.034,145.818,2.067,52.25,39.508,4.644,2.8,31.001,3.644,-94,-8.355,0.777
1,7.639161172,6.228511004,22.554,22.136,0.629,12.035,-0.537,6.977,58.068,1.684,85.803,98.342,6.689,1.268,6.903,1.819,1.72,176.599,35.281,56.43,87.546,24.139,154.434,44.346,10.176,24.926,46.263,45.283,0.44,4.24,0.139,0.395,2.509,1.018,30.924,19.056,2.006,1.931,9.561,1.006,21.679,1.406,0.296
0,7.065613364,5.365976015,24.39,12.382,46.741,-57.971,43.647,0.939,37.932,2.391,91.631,93.416,-0.426,3.545,13.084,3.994,3.994,117.741,100,89.004,85.204,4.707,106.846,68.758,23.395,30.527,10.699,6.404,-3.196,4.167,0.024,0,23.897,1.969,142.666,21.971,9.727,9.181,19.712,8.727,88,6,3.181
0,8.006730835,6.540322678,20.57,25.01,83.88,-70.23,-38.45,0.7,247.72,7.47,81.14,70.02,0.7,12.32,38.22,7.48,6.15,51.44,38.82,21.61,37.81,-32.07,51.42,66.03,6.92,24.9,14.82,13.73,0.58,3.67,-0.3,0.17,2.68,0.82,-200,-72,-32,71.05,-77,-33,-349,-73,-27
1,8.083945702,6.658011046,19.196,19.154,-2.172,5.638,16.605,1.603,51.889,2.004,87.723,91.644,1.264,2.403,8.344,2.44,1.866,53.677,49.708,28.529,36.402,-27.849,58.88,67.728,12.316,22.365,19.695,21.159,-1.051,4.067,-0.166,0.127,5.229,1.002,132.069,33.505,17.423,16.788,31.582,16.423,-7.142,-0.942,-0.461
0,7.378552343,5.260875071,32.11,21.97,32.63,13.82,25.57,4.17,69.59,2.55,80.94,91.4,3.74,1.68,23.36,4.35,3.72,95.5,50.98,86.42,120.37,-1.72,97.3,63.61,11.69,15.79,41.81,31.85,-0.57,3.58,-0.02,0.07,21.3,1.46,34.26,17.01,2.61,0.03,10.5,1.61,-35.09,-3.03,-1.15
0,7.542743545,5.607088004,36.05,19.61,56.6,-24.96,21.7,4.67,79.01,2.13,80.99,89,3.73,1.57,15.97,4.86,3.92,420.63,21.86,191.06,206.6,47.56,226.49,37.6,17.07,24.17,47.89,28.6,0.1,8.95,0.23,0.23,11.65,1.84,34.06,21.51,2.09,1.9,11.2,1.09,14.52,1.03,1.53
1,7.960672608,6.49375384,53.188,63.014,-8.813,30,8.44,12.561,83.143,1.674,69.504,118.354,6.943,1.138,7.261,1.953,1.358,201.156,43.691,77.923,8.055,22.219,154.325,40.9,7.387,18.709,69.77,86.008,4.352,9.141,0.221,0.019,13.845,0.844,26.774,22.98,1.833,2.055,10.445,0.833,-2.596,-0.177,0.305
1,8.404472321,6.814542897,63.065,54.757,4.053,481.879,7.35,7.253,89.348,3.559,78.8,94.756,5.954,1.648,17.453,5.278,3.959,110.686,28.354,56.993,51.058,6.2,117.327,35.781,12.724,22.684,54.008,48.556,0.614,5.987,0.079,0.047,8.793,1.151,23.835,16.65,1.595,0.993,6.215,0.595,-9.589,-0.641,-0.324
0,8.308938253,6.673297968,21.367,13.62,78.461,-0.148,24.36,3.152,84.659,5.985,86.305,68.507,2.536,2.898,30.72,8.469,8.469,148.69,45.346,82.469,19.288,14.186,125.123,56.465,13.628,27.57,29.208,20.64,-3.616,4.597,0.135,0.036,6.01,1.568,29.236,11.79,1.914,7.039,5.63,0.914,8.83,0.578,-0.726
0,7.733245647,6.378426184,39.005,41.568,-11.717,31.797,17.523,4.686,61.29,2.628,79.194,94.743,4.292,1.654,10.186,3.042,2.282,63.114,63.665,49.384,91.967,-20.578,68.269,64.853,5.287,22.403,35.07,40.385,1.167,3.14,-0.235,0,9.077,0.938,-4.555,-2.058,-0.392,-3.214,-7.303,-1.392,-33.297,-2.869,-0.644
0,8.217978203,6.354370041,51.549,20.636,-2.729,253.164,92.125,2.104,61.711,2.131,90.207,91.216,1.888,2.205,13.739,4.918,4.047,132.063,11.111,79.703,93.439,13.37,129.76,44.928,24.334,29.456,27.663,14.567,-0.257,9.872,0.074,0.102,20.709,2.497,64.629,25.344,4.474,5.064,19.68,3.474,-45.555,-3.153,1.012
0,7.187657164,6.139884552,55.674,27.437,26.724,-66.666,89.777,1.587,52.258,3.779,85.109,89.847,1.587,3.38,10.775,5.854,5.854,166.442,75.757,151.955,145,23.185,155.307,41.92,5.854,54.332,15.456,9.977,0.246,7.581,0.117,0.069,165.375,2.029,-1.515,-0.512,-0.095,0.523,-5.897,-1.095,-61.363,-3.857,7.428
0,7.119635638,6.495265556,25.566,14.158,197.115,-20.27,34.819,0.242,29.219,4.045,93.851,69.874,0.242,17.666,7.552,6.361,6.361,361.748,100,342.741,385.454,60.941,486.29,15.776,6.361,84.223,1.653,1.051,-0.959,14.372,0.321,0.334,6.195,1.805,-200,-72,-32,-33,-77,-33,-349,-35.333,6.333
0,9.975156839,6.993932975,54.2,21.935,201.642,548.592,312,0.837,16.376,0.246,88.462,104.471,0.809,1.494,4.862,0.597,0.376,43.897,100,14.822,16.125,-12.779,85.876,90.489,1.35,7.747,11.166,7.311,0.514,3.212,-0.067,0,4.252,2.47,43.666,5.285,3.811,1.694,3.898,2.811,-126.288,-11.022,-5.1
